Item 1,Item 2,Item 3,Metric,Price
M&M Mix-In,"Vanilla Bean Coolatta, Large","Pumpkin Swirl Frozen Chocolate, Small",6.70261,10.03
"French Vanilla Swirl Frozen Chocolate, Large",Kosher Grilled Cheese with Veggie Bacon (Regional),"Frozen Vanilla Chai, Medium",6.70566,10.290000000000001
Chocolate Butternut Donut,"Frozen Chocolate, Large",M&M Mix-In,6.70646,7.890000000000001
"Maple Pecan Swirl Frozen Chocolate, Large",Chicken Croissant Sandwich (Regional),"Mint Hot Chocolate, Large",6.70869,10.69
Kosher Grilled Cheese with Veggie Bacon (Regional),"Frozen Vanilla Chai, Medium","Hazelnut Swirl Frozen Chocolate, Large",6.7129,10.29
"Caramel Swirl Frozen Chocolate, Small",M&M Mix-In,"Vanilla Bean Coolatta, Large",6.71594,10.030000000000001
Chicken Biscuit,"Maple Pecan Swirl Frozen Chocolate, Large","Vanilla Bean Coolatta, Medium",6.71895,9.33
Glazed Stick,"Pumpkin Swirl Frozen Chocolate, Large","Pumpkin Swirl Frozen Chocolate, Medium",6.72016,8.49
"Extra Thick Shake, Chocolate",Chocolate Creme Stick (Regional),"Pumpkin Swirl Frozen Chocolate, Large",6.72417,6.550000000000001
M&M Mix-In,"Vanilla Bean Coolatta, Small","French Vanilla Swirl Frozen Chocolate, Large",6.7254,8.53
"Vanilla Bean Coolatta, Large","French Vanilla Swirl Frozen Chocolate, Medium",Chicken Biscuit,6.72562,10.13
"Frozen Vanilla Chai, Large",Kosher Tuna Melt on a Croissant,"Vanilla Bean Coolatta, Medium",6.73195,9.83
"Frozen Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Medium",Kolache,6.73253,9.49
"Caramel Swirl Frozen Chocolate, Large",M&M Mix-In,"Vanilla Bean Coolatta, Small",6.73265,8.530000000000001
"Frozen Chocolate, Medium","Vanilla Bean Coolatta, Large",Chicken Biscuit,6.73415,10.13
"Hazelnut Swirl Frozen Chocolate, Medium","Vanilla Bean Coolatta, Large",Chicken Biscuit,6.73514,10.13
Pumpkin Muffin,"Salted Caramel Hot Chocolate, Extra Large","Frozen Dunkaccino, Large",6.7384,8.23
"French Vanilla Swirl Frozen Chocolate, Large",Peanut Donut,"Vanilla Bean Coolatta, Medium",6.73998,9.530000000000001
"Frozen Chocolate, Large","Frozen Chocolate, Medium",Kolache,6.74107,9.49
"Caramel Swirl Frozen Chocolate, Medium",Kolache,"Frozen Chocolate, Large",6.74206,9.49
Kolache,"Maple Pecan Swirl Frozen Chocolate, Large","Frozen Dunkaccino, Medium",6.74449,9.43
"Hazelnut Swirl Frozen Chocolate, Large","Vanilla Bean Coolatta, Medium",Peanut Donut,6.74722,9.53
"Frozen Dunkaccino, Medium","Frozen Dunkaccino, Large",Glazed Blueberry Donut,6.74821,7.37
Veggie Egg White Wake-Up Wrap,"Maple Pecan Swirl Frozen Chocolate, Large","Frozen Chocolate, Large",6.75984,9.29
Soft Serve Cone,"Frozen Dunkaccino, Large","Frozen Vanilla Chai, Large",6.76106,6.529999999999999
Kolache,"Pumpkin Swirl Frozen Chocolate, Medium","Frozen Dunkaccino, Large",6.76289,9.43
"Vanilla Bean Coolatta, Large","Frozen Chocolate, Small",M&M Mix-In,6.76789,10.03
"Frozen Vanilla Chai, Large",Kosher Grilled Cheese with Veggie Bacon (Regional),"Frozen Dunkaccino, Medium",6.76964,10.03
"Frozen Dunkaccino, Large",Pumpkin Muffin,"Frozen Dunkaccino, Small",6.77134,7.57
Chicken Croissant Sandwich (Regional),Chocolate Butternut Donut,"Pumpkin Swirl Frozen Chocolate, Large",6.77268,10.69
Chicken Croissant Sandwich (Regional),Eclair,"Frozen Chocolate, Large",6.77435,10.69
"French Vanilla Swirl Frozen Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Large",Veggie Egg White Wake-Up Wrap,6.77492,9.29
"Caramel Swirl Frozen Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Large",Veggie Egg White Wake-Up Wrap,6.78216,9.29
"Extra Thick Shake, Chocolate",Oreo Donut,"French Vanilla Swirl Frozen Chocolate, Large",6.78449,5.65
"Hazelnut Swirl Frozen Chocolate, Large","Hazelnut Swirl Frozen Chocolate, Large",Veggie Egg White Wake-Up Wrap,6.78941,9.29
M&M Mix-In,"Dunkaccino, Extra Large","Frozen Vanilla Chai, Large",6.78958,7.630000000000001
"Salted Caramel Hot Chocolate, Extra Large",Chocolate Chip Muffin,"Frozen Dunkaccino, Large",6.79066,6.79
"Pumpkin Swirl Frozen Chocolate, Large","Frozen Dunkaccino, Large",Veggie Egg White Wake-Up Wrap,6.79168,9.23
"Extra Thick Shake, Chocolate","Hazelnut Swirl Frozen Chocolate, Large",Oreo Donut,6.79174,5.65
Powdered Stick,"Pumpkin Swirl Frozen Chocolate, Medium","French Vanilla Swirl Frozen Chocolate, Large",6.79653,6.09
Bismark,"Frozen Dunkaccino, Large",Kosher Tuna Melt on a Croissant,6.79766,7.470000000000001
"Frozen Chocolate, Large",Sugared Stick,"Pumpkin Swirl Frozen Chocolate, Medium",6.80268,7.99
"Maple Pecan Swirl Frozen Chocolate, Large","Frozen Vanilla Chai, Medium",Sausage Biscuit,6.80295,7.49
Powdered Stick,"Pumpkin Swirl Frozen Chocolate, Medium","Hazelnut Swirl Frozen Chocolate, Large",6.80378,6.09
"Maple Pecan Swirl Frozen Chocolate, Large","Frozen Vanilla Chai, Medium",Grilled Cheese with Bacon (Regional),6.81002,10.29
"French Vanilla Swirl Frozen Chocolate, Large",Ham and Cheese Rollups,"Frozen Vanilla Chai, Large",6.81466,8.19
Soft Serve Cone,"Pumpkin Swirl Frozen Chocolate, Large","Vanilla Bean Coolatta, Large",6.81491,9.43
"Vanilla Bean Coolatta, Medium",Jelly Stick,"French Vanilla Swirl Frozen Chocolate, Large",6.81559,7.23
Sugared Stick,"Frozen Dunkaccino, Medium","Pumpkin Swirl Frozen Chocolate, Large",6.81611,7.93
"Pumpkin Swirl Frozen Chocolate, Medium",Cinnamon Stick,"Frozen Chocolate, Large",6.82022,7.1899999999999995
Ham and Cheese Rollups,"Frozen Vanilla Chai, Large","Caramel Swirl Frozen Chocolate, Large",6.82191,8.19
Jelly Stick,"Vanilla Bean Coolatta, Medium","Hazelnut Swirl Frozen Chocolate, Large",6.82284,7.23
"Frozen Dunkaccino, Large",Chocolate Chip Muffin,"Frozen Dunkaccino, Small",6.8236,6.129999999999999
"Frozen Vanilla Chai, Medium",Blueberry Muffin,"Frozen Dunkaccino, Large",6.82455,6.13
"Frozen Chocolate, Large",Glazed Chocolate Stick,M&M Mix-In,6.8281,7.390000000000001
Waffle Breaded Chicken Tenders,"Frozen Vanilla Chai, Large","Maple Pecan Swirl Frozen Chocolate, Large",6.82833,7.789999999999999
"Pumpkin Swirl Frozen Chocolate, Large","Frozen Dunkaccino, Medium",Cinnamon Stick,6.83366,7.129999999999999
Powdered Stick,"Maple Pecan Swirl Frozen Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Medium",6.83505,6.09
"Frozen Dunkaccino, Large",Grilled Cheese with Ham (Regional),"Frozen Vanilla Chai, Medium",6.83847,10.23
Donut Fries,"French Vanilla Swirl Frozen Chocolate, Large","Vanilla Bean Coolatta, Large",6.83959,16.33
Powdered Stick,"Frozen Chocolate, Medium","Maple Pecan Swirl Frozen Chocolate, Large",6.84358,6.09
Powdered Stick,"Maple Pecan Swirl Frozen Chocolate, Large","Hazelnut Swirl Frozen Chocolate, Medium",6.84457,6.09
"Caramel Swirl Frozen Chocolate, Large",Donut Fries,"Vanilla Bean Coolatta, Large",6.84684,16.33
"French Vanilla Swirl Frozen Chocolate, Medium",Sugared Stick,"French Vanilla Swirl Frozen Chocolate, Large",6.85627,7.99
"Hazelnut Swirl Frozen Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Medium",Sugared Stick,6.86352,7.99
Plain Stick,"Frozen Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Medium",6.86357,7.1899999999999995
"French Vanilla Swirl Frozen Chocolate, Large",Sugared Stick,"Frozen Chocolate, Medium",6.86481,7.99
"French Vanilla Swirl Frozen Chocolate, Large",Sugared Stick,"Maple Pecan Swirl Frozen Chocolate, Medium",6.8658,7.99
"French Vanilla Swirl Frozen Chocolate, Large",Chicken Croissant Sandwich (Regional),Chocolate Coconut Donut (Regional),6.86646,10.83
"Caramel Swirl Frozen Chocolate, Large",Sugared Stick,"Frozen Chocolate, Medium",6.87205,7.99
"Frozen Chocolate, Medium",Plain Stick,"Frozen Chocolate, Large",6.87211,7.1899999999999995
Sugared Stick,"Hazelnut Swirl Frozen Chocolate, Medium","Caramel Swirl Frozen Chocolate, Large",6.87304,7.99
"Caramel Swirl Frozen Chocolate, Medium",Plain Stick,"Frozen Chocolate, Large",6.8731,7.1899999999999995
Chocolate Coconut Donut (Regional),Chicken Croissant Sandwich (Regional),"Caramel Swirl Frozen Chocolate, Large",6.87371,10.83
Cinnamon Stick,"French Vanilla Swirl Frozen Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Medium",6.87382,7.1899999999999995
"Frozen Dunkaccino, Medium","Maple Pecan Swirl Frozen Chocolate, Large",Plain Stick,6.87553,7.129999999999999
"Frozen Vanilla Chai, Medium","Frozen Dunkaccino, Large","Extra Thick Shake, Vanilla",6.87649,7.93
"Caramel Swirl Frozen Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Medium",Cinnamon Stick,6.88106,7.1899999999999995
"Frozen Chocolate, Medium","French Vanilla Swirl Frozen Chocolate, Large",Cinnamon Stick,6.88235,7.1899999999999995
"Maple Pecan Swirl Frozen Chocolate, Medium",Cinnamon Stick,"French Vanilla Swirl Frozen Chocolate, Large",6.88334,7.1899999999999995
Kosher Tuna Melt on a Croissant,"Dunkaccino, Large","Frozen Dunkaccino, Large",6.88353,8.27
Cinnamon Stick,"Caramel Swirl Frozen Chocolate, Large","Frozen Chocolate, Medium",6.8896,7.1899999999999995
"Hazelnut Swirl Frozen Chocolate, Medium",Cinnamon Stick,"Hazelnut Swirl Frozen Chocolate, Large",6.89059,7.1899999999999995
Plain Stick,"Pumpkin Swirl Frozen Chocolate, Medium","Frozen Dunkaccino, Large",6.89393,7.13
"Pumpkin Swirl Frozen Chocolate, Large",Chicken Croissant Sandwich (Regional),Glazed Chocolate Stick,6.89431,10.19
"Frozen Vanilla Chai, Medium",Corn Muffin,"Frozen Dunkaccino, Large",6.8955,6.13
"Dunkaccino, Extra Large","Maple Pecan Swirl Frozen Chocolate, Large",Pumpkin Muffin,6.89926,8.23
"Frozen Vanilla Chai, Large","Maple Pecan Swirl Frozen Chocolate, Large",Old Fashioned Donut,6.93372,5.79
"Dunkaccino, Extra Large","Vanilla Bean Coolatta, Large","Extra Thick Shake, Chocolate",6.94605,9.63
"Maple Pecan Swirl Frozen Chocolate, Large",Chocolate Chip Muffin,"Dunkaccino, Extra Large",6.95152,6.79
"Maple Pecan Swirl Frozen Chocolate, Large","Vanilla Bean Coolatta, Medium",Blueberry Muffin,6.97587,8.03
"Vanilla Bean Coolatta, Large",Blueberry Muffin,"French Vanilla Swirl Frozen Chocolate, Medium",6.98254,8.83
"Vanilla Bean Coolatta, Medium",Grilled Cheese with Ham (Regional),"Maple Pecan Swirl Frozen Chocolate, Large",6.9898,12.13
Blueberry Muffin,"Vanilla Bean Coolatta, Large","Frozen Chocolate, Medium",6.99107,8.83
"Hazelnut Swirl Frozen Chocolate, Medium",Blueberry Muffin,"Vanilla Bean Coolatta, Large",6.99206,8.83
"Vanilla Bean Coolatta, Large",Grilled Cheese with Ham (Regional),"French Vanilla Swirl Frozen Chocolate, Medium",6.99647,12.930000000000001
Grilled Cheese with Ham (Regional),"Frozen Chocolate, Medium","Vanilla Bean Coolatta, Large",7.005,12.93
Grilled Cheese with Ham (Regional),"Caramel Swirl Frozen Chocolate, Medium","Vanilla Bean Coolatta, Large",7.00599,12.93
"Vanilla Bean Coolatta, Medium",Grilled Cheese (Regional),"Frozen Dunkaccino, Large",7.00993,9.27
"Extra Thick Shake, Vanilla","Vanilla Bean Coolatta, Medium","Maple Pecan Swirl Frozen Chocolate, Large",7.02782,9.83
"Extra Thick Shake, Vanilla","French Vanilla Swirl Frozen Chocolate, Medium","Vanilla Bean Coolatta, Large",7.03449,10.63
"Extra Thick Shake, Vanilla","Vanilla Bean Coolatta, Large","Frozen Chocolate, Medium",7.04302,10.63
"Extra Thick Shake, Vanilla","Hazelnut Swirl Frozen Chocolate, Medium","Vanilla Bean Coolatta, Large",7.04401,10.63
"Vanilla Bean Coolatta, Medium","Maple Pecan Swirl Frozen Chocolate, Large",Corn Muffin,7.04683,8.03
Powdered Donut,"Vanilla Bean Coolatta, Large","Vanilla Bean Coolatta, Large",7.04821,10.93
"Vanilla Bean Coolatta, Large",Corn Muffin,"French Vanilla Swirl Frozen Chocolate, Medium",7.0535,8.83
"Vanilla Bean Coolatta, Large",Corn Muffin,"Frozen Chocolate, Medium",7.06203,8.83
"Vanilla Bean Coolatta, Large",Corn Muffin,"Hazelnut Swirl Frozen Chocolate, Medium",7.06302,8.83
"Frozen Chocolate, Large",Butternut Donut,M&M Mix-In,7.12923,8.03
Chicken Biscuit,"French Vanilla Swirl Frozen Chocolate, Large","Extra Thick Shake, Chocolate",7.14982,7.6899999999999995
"Extra Thick Shake, Chocolate","Frozen Chocolate, Large",Peanut Donut,7.15577,7.890000000000001
"Extra Thick Shake, Chocolate",Chicken Biscuit,"Caramel Swirl Frozen Chocolate, Large",7.15707,7.6899999999999995
"Frozen Dunkaccino, Medium","Extra Thick Shake, Chocolate",M&M Mix-In,7.15982,7.629999999999999
"French Vanilla Swirl Frozen Chocolate, Large",Toasted Coconut Donut,M&M Mix-In,7.17355,7.890000000000001
M&M Mix-In,Toasted Coconut Donut,"Hazelnut Swirl Frozen Chocolate, Large",7.1808,7.890000000000001
Butternut Donut,Chicken Croissant Sandwich (Regional),"Pumpkin Swirl Frozen Chocolate, Large",7.19544,10.83
Glazed Jelly Stick,Kosher Tuna Melt on a Croissant,"Frozen Dunkaccino, Large",7.20441,9.67
"Pumpkin Swirl Frozen Chocolate, Medium","Extra Thick Shake, Chocolate",Chicken Croissant Sandwich (Regional),7.21259,10.49
"Frozen Chocolate, Large","Extra Thick Shake, Chocolate",Jelly Stick,7.23139,5.59
"French Vanilla Swirl Frozen Chocolate, Large",Chicken Croissant Sandwich (Regional),Coconut Donut,7.2443,10.83
"Frozen Chocolate, Large",Gluten Free Fudge Brownie,"Frozen Dunkaccino, Medium",7.25068,10.23
Coconut Donut,"Hazelnut Swirl Frozen Chocolate, Large",Chicken Croissant Sandwich (Regional),7.25155,10.83
Kosher Tuna Melt on a Croissant,Orep Mix-In,"French Vanilla Swirl Frozen Chocolate, Large",7.29101,9.23
M&M Mix-In,"French Vanilla Swirl Frozen Chocolate, Large",Apple Stick,7.29724,6.04
Kosher Tuna Melt on a Croissant,"Caramel Swirl Frozen Chocolate, Large",Orep Mix-In,7.29826,9.23
"Caramel Swirl Frozen Chocolate, Large",M&M Mix-In,Apple Stick,7.30449,6.04
"Pumpkin Swirl Frozen Chocolate, Large",Kosher Grilled Cheese with Veggie Bacon (Regional),"Extra Thick Shake, Chocolate",7.30461,10.49
"French Vanilla Swirl Frozen Chocolate, Large",M&M Mix-In,Lemon Stick,7.31311,6.04
Pumpkin Muffin,Pumpkin Muffin,"Pumpkin Swirl Frozen Chocolate, Large",7.31771,9.53
"Hazelnut Swirl Frozen Chocolate, Large",Lemon Stick,M&M Mix-In,7.32036,6.04
"Frozen Chocolate, Large",M&M Mix-In,Glazed Stick,7.33216,9.530000000000001
Chicken Croissant Sandwich (Regional),Orep Mix-In,"Frozen Vanilla Chai, Large",7.36355,11.33
Pumpkin Muffin,"Pumpkin Swirl Frozen Chocolate, Large",Chocolate Chip Muffin,7.36998,8.09
Grilled Cheese (Regional),"Maple Pecan Swirl Frozen Chocolate, Large",M&M Mix-In,7.37521,8.53
"Pumpkin Swirl Frozen Chocolate, Large",Chicken Croissant Sandwich (Regional),Glazed Stick,7.39838,12.33
"French Vanilla Swirl Frozen Chocolate, Large",Blueberry Muffin,"Extra Thick Shake, Chocolate",7.40674,6.390000000000001
"Caramel Swirl Frozen Chocolate, Large",Blueberry Muffin,"Extra Thick Shake, Chocolate",7.41399,6.390000000000001
"French Vanilla Swirl Frozen Chocolate, Large",Grilled Cheese with Ham (Regional),"Extra Thick Shake, Chocolate",7.42067,10.49
Chocolate Chip Muffin,Chocolate Chip Muffin,"Pumpkin Swirl Frozen Chocolate, Large",7.42224,6.65
Grilled Cheese with Ham (Regional),"Hazelnut Swirl Frozen Chocolate, Large","Extra Thick Shake, Chocolate",7.42792,10.49
"French Vanilla Swirl Frozen Chocolate, Large",Chocolate Dipped French Cruller,"Frozen Vanilla Chai, Large",7.43123,6.65
"Caramel Swirl Frozen Chocolate, Large","Frozen Vanilla Chai, Large",Chocolate Dipped French Cruller,7.43848,6.65
Pumpkin Muffin,"Frozen Dunkaccino, Large",Orep Mix-In,7.43885,9.07
Double Sausage Breakfast Sandwich,Pretzel Bites with Mustard,"French Vanilla Swirl Frozen Chocolate, Large",7.43921,9.83
Chicken Croissant Sandwich (Regional),"Frozen Dunkaccino, Large",Kolache,7.4411,13.270000000000001
M&M Mix-In,Kosher Grilled Cheese (Regional),"French Vanilla Swirl Frozen Chocolate, Large",7.4434,8.53
Double Sausage Breakfast Sandwich,Pretzel Bites with Mustard,"Caramel Swirl Frozen Chocolate, Large",7.44646,9.83
M&M Mix-In,"Caramel Swirl Frozen Chocolate, Large",Kosher Grilled Cheese (Regional),7.45064,8.530000000000001
"Extra Thick Shake, Vanilla","Extra Thick Shake, Chocolate","French Vanilla Swirl Frozen Chocolate, Large",7.45869,8.19
"Hazelnut Swirl Frozen Chocolate, Large","Extra Thick Shake, Vanilla","Extra Thick Shake, Chocolate",7.46594,8.19
Double Sausage Breakfast Sandwich,"Frozen Chocolate, Large",English Muffin,7.47041,7.529999999999999
Powdered Stick,Chicken Croissant Sandwich (Regional),"French Vanilla Swirl Frozen Chocolate, Large",7.47474,9.93
"Extra Thick Shake, Chocolate",Corn Muffin,"French Vanilla Swirl Frozen Chocolate, Large",7.4777,6.390000000000001
"Frozen Chocolate, Large",Chicken Croissant Sandwich (Regional),Sugared Stick,7.48089,11.83
Powdered Stick,"Caramel Swirl Frozen Chocolate, Large",Chicken Croissant Sandwich (Regional),7.48199,9.93
"Extra Thick Shake, Chocolate","Caramel Swirl Frozen Chocolate, Large",Corn Muffin,7.48495,6.390000000000001
Kosher Tuna Melt on a Croissant,Sausage Biscuit,"Frozen Dunkaccino, Large",7.49101,8.969999999999999
"Frozen Dunkaccino, Large",Orep Mix-In,Chocolate Chip Muffin,7.49111,7.630000000000001
Kosher Tuna Melt on a Croissant,Grilled Cheese with Bacon (Regional),"Frozen Dunkaccino, Large",7.49807,11.77
Chicken Croissant Sandwich (Regional),"Frozen Chocolate, Large",Cinnamon Stick,7.49843,11.03
Kosher Dunkin' Double Veggie Sausage Sandwich,"Oreo Hot Chocolate, Large","Frozen Dunkaccino, Large",7.504,8.129999999999999
Multigrain Brown Sugar Oatmeal with Dried Fruit Topping,Double Sausage Breakfast Sandwich,"Frozen Vanilla Chai, Large",7.52026,9.530000000000001
"Pumpkin Swirl Frozen Chocolate, Large","Original Hot Chocolate, Extra Large",Kosher Dunkin' Double Veggie Sausage Sandwich,7.53943,8.190000000000001
Kosher Dunkin' Double Veggie Sausage Sandwich,"Frozen Vanilla Chai, Medium","Frozen Vanilla Chai, Large",7.55,7.790000000000001
Kosher Dunkin' Double Veggie Sausage Sandwich,"French Vanilla Swirl Frozen Chocolate, Small","Pumpkin Swirl Frozen Chocolate, Large",7.55969,7.6899999999999995
"Frozen Dunkaccino, Large",Plain Stick,Chicken Croissant Sandwich (Regional),7.57214,10.97
"Maple Pecan Swirl Frozen Chocolate, Small","Pumpkin Swirl Frozen Chocolate, Large",Kosher Dunkin' Double Veggie Sausage Sandwich,7.57303,7.69
"Pumpkin Swirl Frozen Chocolate, Large",All You Can Meat Breakfast Sandwich,Plain Bagel,7.60742,10.03
"Frozen Chocolate, Small","Pumpkin Swirl Frozen Chocolate, Large",Kosher Dunkin' Double Veggie Sausage Sandwich,7.62497,7.69
"French Vanilla Swirl Frozen Chocolate, Medium",Kosher Dunkin' Double Veggie Sausage Sandwich,"French Vanilla Swirl Frozen Chocolate, Medium",7.63286,7.790000000000001
"Frozen Chocolate, Medium","French Vanilla Swirl Frozen Chocolate, Medium",Kosher Dunkin' Double Veggie Sausage Sandwich,7.64139,7.79
"Maple Pecan Swirl Frozen Chocolate, Large","Mint Hot Chocolate, Extra Large",Kosher Dunkin' Double Veggie Sausage Sandwich,7.64229,8.190000000000001
"French Vanilla Swirl Frozen Chocolate, Medium","Caramel Swirl Frozen Chocolate, Medium",Kosher Dunkin' Double Veggie Sausage Sandwich,7.64238,7.79
"Frozen Dunkaccino, Large","Original Hot Chocolate, Large",Kosher Dunkin' Double Veggie Sausage Sandwich,7.6429,8.13
"Frozen Chocolate, Medium",Kosher Dunkin' Double Veggie Sausage Sandwich,"Frozen Chocolate, Medium",7.64993,7.790000000000001
"Frozen Chocolate, Medium",Kosher Dunkin' Double Veggie Sausage Sandwich,"Maple Pecan Swirl Frozen Chocolate, Medium",7.65092,7.790000000000001
Kosher Dunkin' Double Veggie Sausage Sandwich,"Maple Pecan Swirl Frozen Chocolate, Medium","Caramel Swirl Frozen Chocolate, Medium",7.65191,7.790000000000001
Kosher Dunkin' Double Veggie Sausage Sandwich,Maple Creme Stick,"French Vanilla Swirl Frozen Chocolate, Large",7.74242,9.53
"Sausage, Egg & Cheese on a Plain Bagel",Multigrain Bagel,"Frozen Dunkaccino, Large",7.74964,10.370000000000001
Kosher Dunkin' Double Veggie Sausage Sandwich,"Hazelnut Swirl Frozen Chocolate, Large",Maple Creme Stick,7.74966,9.53
Bismark,Kosher Dunkin' Double Veggie Sausage Sandwich,"Maple Pecan Swirl Frozen Chocolate, Large",7.76703,7.33
Chocolate Creme Stick (Regional),Kosher Dunkin' Double Veggie Sausage Sandwich,"French Vanilla Swirl Frozen Chocolate, Large",7.78264,7.6899999999999995
Kosher Dunkin' Double Veggie Sausage Sandwich,Chocolate Creme Stick (Regional),"Caramel Swirl Frozen Chocolate, Large",7.78989,7.6899999999999995
"French Vanilla Swirl Frozen Chocolate, Large",Kosher Veggie Bacon and Veggie Sausage Croissant Sandwich,"Oreo Hot Chocolate, Large",7.82913,8.19
"Frozen Vanilla Chai, Large","Oreo Hot Chocolate, XLarge",Kosher Veggie Bacon and Veggie Sausage Croissant Sandwich,7.83126,8.19
"Oreo Hot Chocolate, Large","Caramel Swirl Frozen Chocolate, Large",Kosher Veggie Bacon and Veggie Sausage Croissant Sandwich,7.83637,8.190000000000001
Kosher Dunkin' Double Veggie Sausage Sandwich,"Maple Pecan Swirl Frozen Chocolate, Large","Dunkaccino, Large",7.85291,8.129999999999999
"Frozen Dunkaccino, Large",Oreo Donut,Kosher Dunkin' Double Veggie Sausage Sandwich,7.85973,6.73
Double Sausage Breakfast Sandwich,"Frozen Vanilla Chai, Medium","Salted Caramel Hot Chocolate, Extra Large",7.87586,7.99
"Salted Caramel Hot Chocolate, Medium",Double Sausage Breakfast Sandwich,"Frozen Vanilla Chai, Large",7.88949,7.790000000000001
Chicken Croissant Sandwich (Regional),"Extra Thick Shake, Chocolate",Chicken Croissant Sandwich (Regional),7.89081,14.33
"Oreo Hot Chocolate, Large","Maple Pecan Swirl Frozen Chocolate, Large",Kosher Maple Sugar Bacon Breakfast Sandwich,7.89083,8.690000000000001
"Salted Caramel Hot Chocolate, Large",Double Sausage Breakfast Sandwich,"Pumpkin Swirl Frozen Chocolate, Medium",7.89886,7.99
Double Sausage Breakfast Sandwich,"Frozen Vanilla Chai, Medium","Frozen Dunkaccino, Small",7.90879,7.33
White Cheddar Bagel Twist,"Frozen Dunkaccino, Medium",Double Sausage Breakfast Sandwich,7.90987,9.27
"Frozen Chocolate, Large",Kosher Maple Sugar Bacon Breakfast Sandwich,Kosher Tuna Salad on a Plain Bagel,7.91531,9.83
Sesame Seed Bagel,"Frozen Dunkaccino, Large","Sausage, Egg & Cheese on Croissant",7.92214,11.77
"Frozen Dunkaccino, Large",Kosher Tuna Salad on a Plain Bagel,Kosher Veggie Bacon and Veggie Sausage Croissant Sandwich,7.92248,9.27
"Vanilla Chai, Large","Frozen Chocolate, Large",Kosher Veggie Bacon and Veggie Sausage Croissant Sandwich,7.92583,7.99
Multigrain Bagel,"Maple Pecan Swirl Frozen Chocolate, Large","Sausage, Egg & Cheese on Croissant",7.93062,10.43
Kosher Veggie Bacon and Veggie Sausage Croissant Sandwich,"Pumpkin Swirl Frozen Chocolate, Medium","Pumpkin Swirl Frozen Chocolate, Medium",7.93475,7.790000000000001
"Bacon, Egg & Cheese on a Plain Bagel","Pumpkin Swirl Frozen Chocolate, Large","Oreo Hot Chocolate, XLarge",7.9357,10.690000000000001
"Vanilla Bean Coolatta, Large",Double Sausage Breakfast Sandwich,Kosher Egg White and Cheese on an English Muffin,7.93878,14.27
"Pumpkin Swirl Frozen Chocolate, Large","Oreo Hot Chocolate, Large",Maple Sugar Bacon Breakfast Sandwich,7.95633,8.690000000000001
"Oreo Hot Chocolate, XLarge","Maple Pecan Swirl Frozen Chocolate, Large",Kosher Veggie Bacon Egg and Cheese on a Plain Bagel,7.96321,10.690000000000001
Kosher Veggie Bacon and Veggie Sausage Croissant Sandwich,"French Vanilla Swirl Frozen Chocolate, Large","Original Hot Chocolate, Large",7.96803,8.19
"Original Hot Chocolate, Large",Kosher Veggie Bacon and Veggie Sausage Croissant Sandwich,"Caramel Swirl Frozen Chocolate, Large",7.97528,8.19
"Frozen Chocolate, Large",All You Can Meat Breakfast Sandwich,Kosher Egg White and Cheese on an English Muffin,7.98143,12.129999999999999
"Frozen Vanilla Chai, Medium","Sausage, Egg & Cheese on a Plain Bagel","Frozen Dunkaccino, Medium",7.99141,10.03
White Cheddar Bagel Twist,"Sausage, Egg & Cheese on a Plain Bagel","Frozen Chocolate, Large",7.99747,11.83
"French Vanilla Swirl Frozen Chocolate, Large","Frozen Vanilla Chai, Small","Sausage, Egg & Cheese on a Plain Bagel",7.9985,10.29
"Sausage, Egg & Cheese on a Plain Bagel","Salted Caramel Hot Chocolate, Large","Pumpkin Swirl Frozen Chocolate, Large",7.9999,10.49
"Pumpkin Swirl Frozen Chocolate, Medium",Double Sausage Breakfast Sandwich,Apple Fritter,8.00173,9.63
Kosher Maple Sugar Bacon Breakfast Sandwich,"French Vanilla Swirl Frozen Chocolate, Large","Vanilla Chai, Large",8.00262,8.49
"Sausage, Egg & Cheese on a Plain Bagel","Caramel Swirl Frozen Chocolate, Large","Frozen Vanilla Chai, Small",8.00575,10.290000000000001
"Sausage, Egg & Cheese on a Plain Bagel","Turbo Hot Chocolate, Large","French Vanilla Swirl Frozen Chocolate, Large",8.00651,10.49
"Frozen Vanilla Chai, Large",Glazed Jelly Donut,Double Sausage Breakfast Sandwich,8.00958,10.63
"Hazelnut Swirl Frozen Chocolate, Large",Kosher Maple Sugar Bacon Breakfast Sandwich,"Vanilla Chai, Large",8.00986,8.49
"Sausage, Egg & Cheese on a Plain Bagel","Caramel Swirl Frozen Chocolate, Large","Turbo Hot Chocolate, Large",8.01375,10.49
"Frozen Vanilla Chai, Medium","Frozen Vanilla Chai, Medium",All You Can Meat Breakfast Sandwich,8.01454,8.29
"Frozen Vanilla Chai, Large",Veggie Egg White Sandwich on an English Muffin,Double Sausage Breakfast Sandwich,8.01852,10.23
