Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
"Vitaminwater Lemonade-C, Orangeade-C, Pink Squeezed or Tropical-C, 16 fl oz",482g,0g,26g,0g,26g,0g,50mg,0mg,100,0g,0g
"Vitaminwater Lemonade-C, Orangeade-C, Pink Squeezed or Tropical-C, 20 fl oz",602g,0g,33g,0g,32g,0g,65mg,0mg,120,0g,0g
"Vitaminwater Lemonade-C, Orangeade-C, Pink Squeezed or Tropical-C, 30 fl oz",903g,0g,49g,0g,48g,0g,95mg,0mg,180,0g,0g
"Vitaminwater Lemonade-C, Orangeade-C, Pink Squeezed or Tropical-C, 40 fl oz",1204g,0g,65g,0g,64g,0g,130mg,0mg,240,0g,0g
Chocolate Overload Cake,93g,7g,57g,4g,34g,2g,350mg,40mg,300,1.5g,0g
Mini Churros (5 pc.),86g,18g,42g,4g,12g,2g,280mg,5mg,350,3.5g,0g
Mini Churros (10 pc.),172g,37g,84g,7g,25g,4g,550mg,10mg,690,7g,0g
New York Style Cheesecake,92g,17g,32g,7g,22g,1g,260mg,25mg,310,9g,0g
"Shake, Chocolate with Whipped Topping with Cherry, 16 fl oz",376g,38g,103g,12g,89g,1g,290mg,85mg,780,27g,1.5g
"Shake, Chocolate with Whipped Topping with Cherry, 24 fl oz",543g,55g,150g,17g,130g,2g,410mg,120mg,1120,38g,2g
"Shake, OREO Cookie with Whipped Topping with Cherry, 16 fl oz",362g,43g,95g,12g,74g,1g,360mg,85mg,800,28g,1.5g
"Shake, OREO Cookie with Whipped Topping with Cherry, 24 fl oz",521g,61g,137g,17g,107g,2g,530mg,120mg,1150,40g,2g
"Shake, Strawberry with Whipped Topping with Cherry, 16 fl oz",374g,38g,97g,11g,83g,0g,240mg,85mg,760,27g,1.5g
"Shake, Strawberry with Whipped Topping with Cherry, 24 fl oz",539g,54g,141g,16g,121g,1g,340mg,120mg,1090,38g,2g
"Vanilla Shake with Whipped Topping with Cherry, 16 fl oz",339g,38g,78g,11g,64g,0g,230mg,85mg,680,27g,1.5g
"Vanilla Shake with Whipped Topping with Cherry, 24 fl oz",486g,54g,112g,16g,92g,1g,340mg,120mg,980,38g,2g
Kids Breakfast Jack,132g,18g,30g,16g,4g,1g,840mg,240mg,350,6g,0g
Kids Cheeseburger,123g,21g,32g,16g,5g,1g,780mg,35mg,380,8g,1g
Kids Chicken Nuggets,77g,17g,13g,9g,0g,1g,600mg,25mg,240,2g,0g
Kids Chicken Sandwich,156g,31g,42g,15g,4g,2g,940mg,35mg,510,5g,0g
Kids Chiquita Apple Bites,57g,0g,8g,0g,6g,1g,0mg,0mg,30,0g,0g
Kids Crispy Chicken Strips,98g,12g,26g,17g,0g,1g,790mg,30mg,280,1.5g,0g
Kids French Fries,71g,10g,30g,2g,0g,2g,410mg,0mg,220,1g,0g
Kids Grilled Cheese Sandwich,94g,16g,34g,11g,3g,2g,800mg,20mg,330,6g,0g
Kids Hamburger,111g,18g,32g,14g,5g,1g,570mg,25mg,340,5g,1g
Kids Mini Pancakes,71g,1.5g,28g,4g,6g,1g,350mg,0mg,140,0g,0g
Kids Seasoned Curly Fries,60g,11g,21g,2g,0g,2g,440mg,0mg,200,1g,0g
Jack's Deals Chicken Nuggets (5 pc.),77g,17g,13g,9g,0g,1g,600mg,25mg,240,2g,0g
Jack's Deals Chicken Nuggets (10 pc.),153g,33g,26g,19g,0g,2g,1210mg,50mg,480,4.5g,0g
Jack's Deals Chicken Nuggets (20 pc.),306g,66g,51g,38g,1g,4g,2420mg,105mg,950,9g,0g
Jack's Deals Chicken Sandwich,158g,37g,30g,25g,5g,1g,700mg,70mg,540,12g,1.5g
Jack's Deals Chicken Sandwich with Bacon,158g,37g,30g,25g,5g,1g,700mg,70mg,540,12g,1.5g
Jack's Deals Grilled Cheese Sandwich,94g,16g,34g,11g,3g,2g,800mg,20mg,330,6g,0g
Jack's Deals Jr. Bacon Cheeseburger,129g,31g,32g,19g,5g,1g,860mg,45mg,480,10g,1g
Jack's Deals Jr. Jumbo Jack,150g,26g,33g,14g,6g,2g,560mg,30mg,420,7g,1g
Jack's Deals Jr. Jumbo Jack Cheeseburger,161g,29g,33g,16g,6g,2g,760mg,40mg,460,9g,1g
Jack's Deals Jumbo Jack,223g,33g,32g,23g,6g,2g,580mg,60mg,520,10g,1.5g
Jack's Deals Jumbo Jack Cheeseburger,245g,40g,33g,28g,6g,2g,990mg,80mg,600,14g,1.5g
"Jack's Deals Tacos, Regular",162g,19g,33g,12g,2g,5g,720mg,25mg,340,6g,0.5g
Jack's Deals Value French Fries,71g,10g,30g,2g,0g,2g,410mg,0mg,220,1g,0g
American Cheese,11g,3.5g,0g,2g,0g,0g,200mg,10mg,40,2g,0g
Provolone Cheese,17g,4.5g,0g,4g,0g,0g,150mg,15mg,60,2.5g,0g
Real Cheddar Cheese,18g,6g,1g,4g,0g,0g,110mg,15mg,70,3.5g,0g
Real Swiss Cheese,18g,6g,0g,5g,0g,0g,80mg,20mg,70,3.5g,0g
Swiss Style Cheese,11g,3g,1g,2g,0g,0g,140mg,10mg,40,2g,0g
Barbecue Dipping Sauce,25g,0g,10g,0g,8g,0g,270mg,0mg,40,0g,0g
Buttermilk House Dipping Sauce,21g,11g,2g,0g,0g,0g,160mg,10mg,110,2g,0g
Franks Red Hot Buffalo Dipping Sauce,28g,0g,1g,0g,0g,1g,730mg,0mg,10,0g,0g
Honey Mustard Dipping Sauce,28g,2g,10g,0g,9g,0g,230mg,0mg,60,0g,0g
Pancake Syrup,43g,0g,31g,0g,21g,0g,20mg,0mg,120,0g,0g
Sweet N' Sour Dipping Sauce,25g,0g,10g,0g,8g,0g,140mg,0mg,40,0g,0g
Teriyaki Dipping Sauce,28g,1g,11g,1g,9g,0g,490mg,0mg,50,0g,0g
Creamy Bacon Mayo,19g,13g,1g,1g,0g,0g,190mg,15mg,120,2g,0g
Creamy Ranch Sauce,17g,10g,1g,0g,1g,0g,180mg,10mg,90,1.5g,0g
Creamy Sriracha Sauce,22g,13g,1g,0g,1g,0g,270mg,10mg,120,2g,0g
Creamy Tomato Sauce,20g,11g,2g,0g,1g,0g,200mg,15mg,110,2g,0g
Garlic Herb Butter,14g,10g,0g,0g,0g,0g,150mg,25mg,90,7g,0g
Ketchup,16g,0g,5g,0g,3g,0g,160mg,0mg,20,0g,0g
Mayo-Onion Sauce,7g,4.5g,0g,0g,0g,0g,45mg,5mg,45,0.5g,0g
Mustard,5g,0g,0g,0g,0g,0g,65mg,0mg,5,0g,0g
Tartar Sauce,13g,4.5g,2g,0g,2g,0g,120mg,5mg,50,0g,0g
Fire Roasted Salsa,24g,0g,2g,0g,1g,0g,120mg,0mg,10,0g,0g
French's Mustard,7g,0g,0g,0g,0g,0g,80mg,0mg,5,0g,0g
Grape Jelly,14g,0g,9g,0g,6g,0g,0mg,0mg,35,0g,0g
Grilled Onions,20g,0g,2g,0g,1g,0g,0mg,0mg,10,0g,0g
Hot Taco Sauce,7g,0g,0g,0g,0g,0g,60mg,0mg,0,0g,0g
Ketchup Packet,9g,0g,3g,0g,2g,0g,85mg,0mg,10,0g,0g
Kikkoman Soy Sauce,7g,0g,0g,1g,0g,0g,370mg,0mg,5,0g,0g
Kraft Real Mayonnaise,12g,10g,0g,0g,0g,0g,65mg,5mg,90,1.5g,0g
Pride Margarine Spread,5g,2.5g,0g,0g,0g,0g,45mg,0mg,20,0.5g,0g
Secret Sauce,14g,2g,3g,0g,2g,0g,90mg,0mg,30,0g,0g
Sour Cream,28g,5g,2g,1g,1g,1g,25mg,15mg,60,3g,0g
Strawberry Jam,14g,0g,10g,0g,9g,0g,0mg,0mg,40,0g,0g
